seed,uti,schedulable
956,2.7,False
795,1.6,True
888,1.6,True
81,1.6,True
193,1.6,True
616,1.6,True
496,1.6,True
795,2.8,False
727,2.5,False
690,2.3,False
597,2.4,False
964,2.9,False
309,1.6,True
202,1.7,False
226,1.6,True
878,1.6,True
439,1.6,True
266,2.2,False
93,1.6,True
956,2.6,False
529,2.7,False
964,1.6,True
89,2.9,False
888,2.8,False
139,2.0,False
202,1.8,False
727,1.7,True
956,2.5,False
825,2.3,False
81,2.8,False
114,2.4,False
956,1.7,False
276,2.7,False
831,2.2,False
568,2.1,False
529,1.7,True
276,1.7,True
337,2.9,False
529,2.5,False
727,1.8,False
89,1.6,False
529,2.6,False
337,1.6,True
597,2.0,False
400,2.7,False
214,1.6,True
956,1.8,True
476,1.6,True
872,1.6,True
193,2.8,False
214,2.9,False
357,2.4,False
568,2.3,False
114,2.0,False
616,2.8,False
476,2.9,False
357,2.0,False
238,2.7,False
520,2.3,False
276,2.6,False
276,2.5,False
400,1.7,False
872,2.9,False
529,1.8,False
238,1.7,True
690,1.9,False
496,2.8,False
210,1.7,True
276,1.8,True
210,2.7,False
400,1.8,True
767,2.9,False
400,2.5,False
690,2.2,False
245,2.4,False
520,2.1,False
309,2.8,False
139,2.3,False
400,2.6,False
653,2.9,False
825,2.2,False
767,1.6,True
653,1.6,True
647,2.4,False
238,2.5,False
877,2.7,False
643,2.9,False
245,2.0,False
825,1.9,False
226,2.8,False
238,2.6,False
359,2.9,False
210,2.5,False
877,1.7,False
139,2.1,False
238,1.8,False
735,2.7,False
735,1.7,True
937,2.9,False
568,2.2,False
597,2.3,False
878,2.8,False
989,2.4,False
769,2.9,False
520,2.2,False
647,2.0,False
788,2.7,False
788,1.7,False
439,2.8,False
210,2.6,False
139,2.2,False
568,1.9,True
877,2.5,False
850,2.9,False
597,2.1,False
379,1.7,False
311,2.4,False
643,1.6,True
877,2.6,False
114,2.3,False
93,2.8,False
316,2.9,False
735,2.5,False
114,2.1,False
431,2.4,False
989,2.0,False
379,2.7,False
735,2.6,False
964,2.8,False
597,2.2,False
357,2.1,True
245,2.1,True
210,1.8,False
788,2.6,False
357,2.3,False
788,2.5,False
89,2.8,False
615,2.7,False
94,2.9,False
379,2.6,False
520,1.9,False
771,2.4,False
615,1.7,False
795,1.7,True
795,2.7,False
311,2.0,False
379,2.5,False
114,2.2,False
359,1.6,False
937,1.6,True
769,1.6,True
850,1.6,True
888,2.7,False
316,1.6,True
647,2.1,False
615,2.5,False
989,2.1,True
357,2.2,False
337,2.8,False
81,2.7,False
877,1.8,True
245,2.3,False
795,2.5,False
615,2.6,False
431,2.0,False
771,2.0,True
68,2.4,False
193,2.7,False
214,2.8,False
647,2.3,False
139,1.9,False
476,2.8,False
245,2.2,False
795,2.6,False
311,2.1,False
872,2.8,False
989,2.3,False
888,1.7,False
647,2.2,False
597,1.9,True
888,2.5,False
888,2.6,False
311,2.3,False
616,2.7,False
431,2.1,False
767,2.8,False
68,2.0,False
81,2.6,False
202,2.4,False
81,2.5,False
431,2.3,False
496,2.7,False
94,1.6,False
735,1.8,False
989,2.2,False
653,2.8,False
788,1.8,False
771,2.3,False
727,2.4,False
114,1.9,False
202,2.0,False
771,2.1,False
81,1.7,True
379,1.8,True
68,2.3,False
193,1.7,True
727,2.0,False
309,2.7,False
193,2.6,False
202,2.3,False
616,1.7,True
193,2.5,False
496,1.7,True
956,2.0,False
311,2.2,False
727,2.3,False
956,2.4,False
309,1.7,True
643,2.8,False
616,2.6,False
431,2.2,False
226,2.7,False
68,2.1,False
359,2.8,False
771,2.2,True
615,1.8,True
956,2.3,False
496,2.6,False
357,1.9,False
245,1.9,True
616,2.5,False
937,2.8,False
529,2.0,False
529,2.4,True
878,2.7,False
68,2.2,False
276,2.4,False
439,2.7,False
202,2.1,False
795,1.8,False
769,2.8,False
226,1.7,False
888,1.8,True
309,2.6,False
529,2.3,False
878,1.7,True
93,2.7,False
647,1.9,False
989,1.9,True
496,2.5,False
311,1.9,True
81,1.8,True
193,1.8,True
276,2.0,True
439,1.7,False
850,2.8,False
727,2.1,False
964,2.7,False
202,2.2,False
309,2.5,False
226,2.6,False
316,2.8,False
93,1.7,True
276,2.3,False
89,2.7,False
727,2.2,False
956,2.1,True
878,2.6,False
226,2.5,False
400,2.3,False
337,2.7,False
94,2.8,False
616,1.8,False
400,2.0,False
431,1.9,False
771,1.9,True
496,1.8,True
309,1.8,True
439,2.6,False
956,2.2,False
964,1.7,False
400,2.4,False
89,1.7,True
337,1.7,True
226,1.8,True
878,1.8,True
439,1.8,True
529,2.1,False
238,2.3,False
878,2.5,False
214,1.7,True
214,2.7,False
238,2.4,False
276,2.1,False
210,2.3,False
529,2.2,True
238,2.0,False
93,1.8,True
93,2.6,False
476,2.7,False
439,2.5,False
210,2.4,False
877,2.3,False
400,2.1,False
238,2.1,True
735,2.3,False
877,2.4,False
68,1.9,True
476,1.7,True
872,1.7,True
788,2.3,False
276,2.2,False
210,2.1,False
202,1.9,False
210,2.0,False
877,2.0,True
93,2.5,False
964,2.6,False
379,2.3,False
872,2.7,False
964,2.5,False
964,1.8,False
735,2.4,False
89,1.8,True
767,2.7,False
767,1.7,False
89,2.6,False
727,1.9,True
735,2.0,False
653,1.7,True
643,1.7,True
400,2.2,False
89,2.5,False
337,2.6,False
877,2.1,False
653,2.7,False
956,1.9,True
337,2.5,False
337,1.8,False
788,2.4,False
615,2.3,False
214,2.6,False
379,2.4,False
788,2.0,False
238,2.2,False
214,2.5,False
476,2.6,False
359,1.7,False
937,1.7,True
769,1.7,True
643,2.7,False
735,2.1,False
850,1.7,True
615,2.4,False
316,1.7,True
214,1.8,True
529,1.9,False
795,2.3,False
94,1.7,False
788,2.1,False
476,1.8,True
872,1.8,True
359,2.7,False
476,2.5,False
210,2.2,False
276,1.9,False
872,2.6,False
379,2.1,False
767,1.8,False
888,2.3,False
653,1.8,True
937,2.7,False
795,2.4,False
877,2.2,False
767,2.6,False
735,2.2,False
400,1.9,False
872,2.5,False
379,2.0,False
767,2.5,False
81,2.3,False
769,2.7,False
788,2.2,False
643,1.8,False
653,2.6,False
238,1.9,False
653,2.5,False
615,2.1,False
850,2.7,False
888,2.4,False
210,1.9,False
359,1.8,False
937,1.8,True
615,2.0,False
643,2.6,False
769,1.8,False
877,1.9,False
643,2.5,False
850,1.8,True
795,2.1,False
379,2.2,False
193,2.3,False
316,2.7,False
615,2.2,False
359,2.6,False
316,1.8,True
359,2.5,False
888,2.1,False
81,2.4,False
735,1.9,True
616,2.3,False
937,2.5,False
94,2.7,False
788,1.9,True
937,2.6,False
193,2.4,False
795,2.2,False
769,2.5,False
379,1.9,False
94,1.8,True
769,2.6,False
795,2.0,False
81,2.1,False
616,2.4,False
193,2.1,False
888,2.2,False
888,2.0,False
496,2.3,False
850,2.5,False
850,2.6,False
81,2.2,False
615,1.9,False
616,2.1,False
496,2.4,False
81,2.0,True
193,2.0,True
316,2.6,False
496,2.1,True
193,2.2,False
616,2.0,True
309,2.3,False
316,2.5,False
309,2.1,False
94,2.6,False
309,2.4,False
496,2.0,True
616,2.2,False
226,2.3,False
795,1.9,False
226,2.1,False
878,2.1,True
226,2.4,False
878,2.3,False
888,1.9,True
309,2.0,False
94,2.5,False
226,2.0,True
439,2.3,False
496,2.2,False
878,2.4,False
93,2.3,False
309,2.2,False
226,2.2,False
439,2.1,False
81,1.9,False
878,2.0,False
439,2.4,False
439,2.0,True
964,2.3,False
193,1.9,True
93,2.1,False
964,2.1,True
89,2.3,False
93,2.0,False
616,1.9,True
93,2.4,False
878,2.2,False
964,2.0,False
964,2.4,False
337,2.3,False
89,2.0,False
439,2.2,False
89,2.1,False
89,2.4,False
337,2.1,True
337,2.4,True
93,2.2,False
214,2.3,False
496,1.9,False
214,2.1,True
337,2.0,False
309,1.9,False
964,2.2,False
226,1.9,True
878,1.9,True
439,1.9,True
214,2.4,False
476,2.1,False
476,2.3,False
872,2.1,False
767,2.1,True
653,2.1,True
214,2.0,False
872,2.3,False
89,2.2,False
476,2.0,False
643,2.1,False
476,2.4,False
93,1.9,False
359,2.1,False
872,2.4,False
937,2.1,True
337,2.2,False
767,2.3,False
769,2.1,False
964,1.9,False
872,2.0,False
89,1.9,True
767,2.4,False
214,2.2,False
653,2.3,False
337,1.9,True
850,2.1,False
767,2.0,False
643,2.3,False
653,2.0,True
359,2.3,True
316,2.1,False
653,2.4,False
476,2.2,False
94,2.1,False
643,2.0,False
872,2.2,True
643,2.4,False
214,1.9,False
476,1.9,True
937,2.3,False
359,2.4,False
359,2.0,False
937,2.0,True
767,2.2,False
769,2.3,False
872,1.9,False
769,2.0,False
937,2.4,False
769,2.4,False
653,2.2,False
850,2.3,False
767,1.9,False
316,2.3,False
850,2.4,False
653,1.9,True
850,2.0,False
94,2.3,False
316,2.0,True
94,2.0,True
643,2.2,False
316,2.4,False
359,2.2,False
643,1.9,False
359,1.9,True
937,1.9,True
94,2.4,False
937,2.2,True
769,1.9,True
850,1.9,True
316,1.9,True
769,2.2,False
94,1.9,False
850,2.2,False
316,2.2,False
94,2.2,False
